run_id,model,problem_id,original_problem_id,sample,label,raw_label,final_label,extraction_mode,code_ran,schema_ok,objective_match,has_build_model,failed_checks,failed_requirement_checks,formulation_violations,flagged_formulation_violations,audit_error,prompt_hash,response_time_sec,prompt_eval_count,eval_count,output_truncated,silent_bug_type,silent_bug_requirements,silent_bug_source,report_categories,total_requirement_count,layer1_requirement_count,canonical_layer1_requirement_count,layer2_active_probe_count,total_diagnostic_requirement_count,failed_requirement_check_count,formulation_violation_count,total_violation_count,error_type,error_detail
p14__gpt-5-nano__s3,gpt-5-nano,14,14,3,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,56a6ec625dfaaef77be1b3ce0e49637fed624fd0d7a6049de94693e0db66d02c,19.593,3572,3962,False,,,none,,5,18,4,19,37,0,0,0,,
p14__gpt-5-nano__s4,gpt-5-nano,14,14,4,schema_failure,schema_failure,schema_failure,recovered_prose_slice,True,False,False,True,,,,,,56a6ec625dfaaef77be1b3ce0e49637fed624fd0d7a6049de94693e0db66d02c,27.568,3572,5292,False,,,none,,,,,,,0,0,0,schema_failure,result is not a dict: list
p14__gpt-5-nano__s5,gpt-5-nano,14,14,5,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,56a6ec625dfaaef77be1b3ce0e49637fed624fd0d7a6049de94693e0db66d02c,30.948,3572,6322,False,,,none,,5,18,4,19,37,0,0,0,,
p14__gpt-5-nano__s6,gpt-5-nano,14,14,6,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,56a6ec625dfaaef77be1b3ce0e49637fed624fd0d7a6049de94693e0db66d02c,25.095,3572,4868,False,,,none,,5,18,4,19,37,0,0,0,,
p14__gpt-5-nano__s7,gpt-5-nano,14,14,7,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,56a6ec625dfaaef77be1b3ce0e49637fed624fd0d7a6049de94693e0db66d02c,26.846,3572,5109,False,,,none,,5,18,4,19,37,0,0,0,,
p14__gpt-5-nano__s8,gpt-5-nano,14,14,8,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,56a6ec625dfaaef77be1b3ce0e49637fed624fd0d7a6049de94693e0db66d02c,23.077,3572,4380,False,,,none,,5,18,4,19,37,0,0,0,,
p14__gpt-5-nano__s9,gpt-5-nano,14,14,9,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,56a6ec625dfaaef77be1b3ce0e49637fed624fd0d7a6049de94693e0db66d02c,33.86,3572,6068,False,,,none,,5,18,4,19,37,0,0,0,,
p15__gpt-5-nano__s0,gpt-5-nano,15,15,0,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,49204103b0bb8c868e2cd55c8b71c7adfd3b52fb506a3baaaa6ab5cdc6ea2e03,23.741,3758,4246,False,,,none,,5,19,4,20,39,0,0,0,,
p15__gpt-5-nano__s1,gpt-5-nano,15,15,1,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,49204103b0bb8c868e2cd55c8b71c7adfd3b52fb506a3baaaa6ab5cdc6ea2e03,37.275,3758,6347,False,,,none,,5,19,4,20,39,0,0,0,,
p15__gpt-5-nano__s2,gpt-5-nano,15,15,2,code_failure,code_failure,code_failure,recovered_prose_slice,False,False,False,False,,,,,,49204103b0bb8c868e2cd55c8b71c7adfd3b52fb506a3baaaa6ab5cdc6ea2e03,32.48,3758,4925,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p15__gpt-5-nano__s2\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p15__gpt-5-nano__s2\generated_model.py"", line 63, in solve
    model, variables = build_model(data)
                       ^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p15__gpt-5-nano__s2\generated_model.py"", line 29, in build_model
    obj += gp.quicksum(transport_cost[c][s] * f_vars[f""{c}_{s}""] for c in centers for s in stores)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""src/gurobipy/_helpers.pyx"", line 41, in gurobipy._helpers.quicksum
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p15__gpt-5-nano__s2\generated_model.py"", line 29, in <genexpr>
    obj += gp.quicksum(transport_cost[c][s] * f_vars[f""{c}_{s}""] for c in centers for s in stores)
                                              ~~~~~~^^^^^^^^^^^^
KeyError: 'c1_s1'"
p15__gpt-5-nano__s3,gpt-5-nano,15,15,3,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,49204103b0bb8c868e2cd55c8b71c7adfd3b52fb506a3baaaa6ab5cdc6ea2e03,34.341,3758,5646,False,,,none,,5,19,4,20,39,0,0,0,,
p15__gpt-5-nano__s4,gpt-5-nano,15,15,4,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,49204103b0bb8c868e2cd55c8b71c7adfd3b52fb506a3baaaa6ab5cdc6ea2e03,41.342,3758,6253,False,,,none,,5,19,4,20,39,0,0,0,,
p15__gpt-5-nano__s5,gpt-5-nano,15,15,5,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,49204103b0bb8c868e2cd55c8b71c7adfd3b52fb506a3baaaa6ab5cdc6ea2e03,35.795,3758,4983,False,,,none,,5,19,4,20,39,0,0,0,,
p15__gpt-5-nano__s6,gpt-5-nano,15,15,6,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,49204103b0bb8c868e2cd55c8b71c7adfd3b52fb506a3baaaa6ab5cdc6ea2e03,31.12,3758,4891,False,,,none,,5,19,4,20,39,0,0,0,,
p15__gpt-5-nano__s7,gpt-5-nano,15,15,7,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,49204103b0bb8c868e2cd55c8b71c7adfd3b52fb506a3baaaa6ab5cdc6ea2e03,41.392,3758,6679,False,,,none,,5,19,4,20,39,0,0,0,,
p15__gpt-5-nano__s8,gpt-5-nano,15,15,8,code_failure,code_failure,code_failure,recovered_prose_slice,False,False,False,False,,,,,,49204103b0bb8c868e2cd55c8b71c7adfd3b52fb506a3baaaa6ab5cdc6ea2e03,31.23,3758,4377,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p15__gpt-5-nano__s8\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p15__gpt-5-nano__s8\generated_model.py"", line 71, in solve
    GRB.DELAYED: ""DELAYED""
    ^^^^^^^^^^^
AttributeError: type object 'GRB' has no attribute 'DELAYED'"
p15__gpt-5-nano__s9,gpt-5-nano,15,15,9,code_failure,code_failure,code_failure,recovered_prose_slice,False,False,False,False,,,,,,49204103b0bb8c868e2cd55c8b71c7adfd3b52fb506a3baaaa6ab5cdc6ea2e03,22.865,3758,3380,False,,,none,,,,,,,0,0,0,syntax_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p15__gpt-5-nano__s9\execute_generated.py"", line 11, in <module>
    spec.loader.exec_module(module)
  File ""<frozen importlib._bootstrap_external>"", line 995, in exec_module
  File ""<frozen importlib._bootstrap_external>"", line 1133, in get_code
  File ""<frozen importlib._bootstrap_external>"", line 1063, in source_to_code
  File ""<frozen importlib._bootstrap>"", line 488, in _call_with_frames_removed
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p15__gpt-5-nano__s9\generated_model.py"", line 37
    s key = f""s{j+1}""  # placeholder to show syntax error avoidance
      ^^^
SyntaxError: invalid syntax"
p16__gpt-5-nano__s0,gpt-5-nano,16,16,0,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,d932a9ed2ba298372702cd0cc7c48b69f547ad617d47c04768469def4e2847ee,32.619,3447,4184,False,,,none,,5,20,4,21,41,0,0,0,,
p16__gpt-5-nano__s1,gpt-5-nano,16,16,1,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,d932a9ed2ba298372702cd0cc7c48b69f547ad617d47c04768469def4e2847ee,43.197,3447,5565,False,,,none,,5,20,4,21,41,0,0,0,,
p16__gpt-5-nano__s2,gpt-5-nano,16,16,2,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,d932a9ed2ba298372702cd0cc7c48b69f547ad617d47c04768469def4e2847ee,32.632,3447,4000,False,,,none,,5,20,4,21,41,0,0,0,,
p16__gpt-5-nano__s3,gpt-5-nano,16,16,3,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,d932a9ed2ba298372702cd0cc7c48b69f547ad617d47c04768469def4e2847ee,46.346,3447,6465,False,,,none,,5,20,4,21,41,0,0,0,,
p16__gpt-5-nano__s4,gpt-5-nano,16,16,4,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,d932a9ed2ba298372702cd0cc7c48b69f547ad617d47c04768469def4e2847ee,52.799,3447,6408,False,,,none,,5,20,4,21,41,0,0,0,,
p16__gpt-5-nano__s5,gpt-5-nano,16,16,5,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,d932a9ed2ba298372702cd0cc7c48b69f547ad617d47c04768469def4e2847ee,34.674,3447,5165,False,,,none,,5,20,4,21,41,0,0,0,,
p16__gpt-5-nano__s6,gpt-5-nano,16,16,6,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,d932a9ed2ba298372702cd0cc7c48b69f547ad617d47c04768469def4e2847ee,70.687,3447,10288,False,,,none,,5,20,4,21,41,0,0,0,,
p16__gpt-5-nano__s7,gpt-5-nano,16,16,7,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,d932a9ed2ba298372702cd0cc7c48b69f547ad617d47c04768469def4e2847ee,47.913,3447,6561,False,,,none,,5,20,4,21,41,0,0,0,,
p16__gpt-5-nano__s8,gpt-5-nano,16,16,8,code_failure,code_failure,code_failure,recovered_prose_slice,False,False,False,False,,,,,,d932a9ed2ba298372702cd0cc7c48b69f547ad617d47c04768469def4e2847ee,44.913,3447,6500,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p16__gpt-5-nano__s8\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p16__gpt-5-nano__s8\generated_model.py"", line 69, in solve
    GRB.NODE_LIM: ""NODE_LIM"",
    ^^^^^^^^^^^^
AttributeError: type object 'GRB' has no attribute 'NODE_LIM'. Did you mean: 'NODE_LIMIT'?"
p16__gpt-5-nano__s9,gpt-5-nano,16,16,9,code_failure,code_failure,code_failure,recovered_prose_slice,False,False,False,False,,,,,,d932a9ed2ba298372702cd0cc7c48b69f547ad617d47c04768469def4e2847ee,37.939,3447,5710,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p16__gpt-5-nano__s9\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p16__gpt-5-nano__s9\generated_model.py"", line 66, in solve
    GRB.INTERMEDIATE: ""INTERMEDIATE"",
    ^^^^^^^^^^^^^^^^
AttributeError: type object 'GRB' has no attribute 'INTERMEDIATE'"
p17__gpt-5-nano__s0,gpt-5-nano,17,17,0,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,7cedead140cd8323e58642f6e062e7bf93bb4f6e08791fd1ccc4183c0113e2b6,94.544,5675,5104,False,,,none,,5,25,4,26,51,0,0,0,,
p17__gpt-5-nano__s1,gpt-5-nano,17,17,1,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,7cedead140cd8323e58642f6e062e7bf93bb4f6e08791fd1ccc4183c0113e2b6,31.41,5675,4562,False,,,none,,5,25,4,26,51,0,0,0,,
p17__gpt-5-nano__s2,gpt-5-nano,17,17,2,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,7cedead140cd8323e58642f6e062e7bf93bb4f6e08791fd1ccc4183c0113e2b6,31.644,5675,4426,False,,,none,,5,25,4,26,51,0,0,0,,
p17__gpt-5-nano__s3,gpt-5-nano,17,17,3,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,7cedead140cd8323e58642f6e062e7bf93bb4f6e08791fd1ccc4183c0113e2b6,46.251,5675,7014,False,,,none,,5,25,4,26,51,0,0,0,,
p17__gpt-5-nano__s4,gpt-5-nano,17,17,4,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,7cedead140cd8323e58642f6e062e7bf93bb4f6e08791fd1ccc4183c0113e2b6,29.724,5675,4240,False,,,none,,5,25,4,26,51,0,0,0,,
p17__gpt-5-nano__s5,gpt-5-nano,17,17,5,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,7cedead140cd8323e58642f6e062e7bf93bb4f6e08791fd1ccc4183c0113e2b6,34.422,5675,5335,False,,,none,,5,25,4,26,51,0,0,0,,
p17__gpt-5-nano__s6,gpt-5-nano,17,17,6,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,7cedead140cd8323e58642f6e062e7bf93bb4f6e08791fd1ccc4183c0113e2b6,32.108,5675,5532,False,,,none,,5,25,4,26,51,0,0,0,,
p17__gpt-5-nano__s7,gpt-5-nano,17,17,7,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,7cedead140cd8323e58642f6e062e7bf93bb4f6e08791fd1ccc4183c0113e2b6,48.855,5675,8321,False,,,none,,5,25,4,26,51,0,0,0,,
p17__gpt-5-nano__s8,gpt-5-nano,17,17,8,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,7cedead140cd8323e58642f6e062e7bf93bb4f6e08791fd1ccc4183c0113e2b6,24.2,5675,4482,False,,,none,,5,25,4,26,51,0,0,0,,
p17__gpt-5-nano__s9,gpt-5-nano,17,17,9,code_failure,code_failure,code_failure,recovered_prose_slice,False,False,False,False,,,,,,7cedead140cd8323e58642f6e062e7bf93bb4f6e08791fd1ccc4183c0113e2b6,28.682,5675,5454,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p17__gpt-5-nano__s9\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p17__gpt-5-nano__s9\generated_model.py"", line 54, in solve
    model, variables = build_model(data)
                       ^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p17__gpt-5-nano__s9\generated_model.py"", line 35, in build_model
    objective += transport_cost[c][s] * variables[f""{c}_{s}""]
                                        ~~~~~~~~~^^^^^^^^^^^^
KeyError: 'c1_s1'"
p18__gpt-5-nano__s0,gpt-5-nano,18,18,0,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,356045ba36a1a33f53d5e30373881a1415e93e51876ff4c20883989a216cf058,29.169,4354,3599,False,,,none,,5,21,4,22,43,0,0,0,,
p18__gpt-5-nano__s1,gpt-5-nano,18,18,1,code_failure,code_failure,code_failure,recovered_prose_slice,False,False,False,False,,,,,,356045ba36a1a33f53d5e30373881a1415e93e51876ff4c20883989a216cf058,41.233,4354,5534,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p18__gpt-5-nano__s1\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p18__gpt-5-nano__s1\generated_model.py"", line 54, in solve
    model, variables = build_model(data)
                       ^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p18__gpt-5-nano__s1\generated_model.py"", line 31, in build_model
    model.addConstr(gp.quicksum(f[f""{c}_{s}""] for c in centers) == demand[s], name=f""demand_{s}"")
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""src/gurobipy/_helpers.pyx"", line 41, in gurobipy._helpers.quicksum
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p18__gpt-5-nano__s1\generated_model.py"", line 31, in <genexpr>
    model.addConstr(gp.quicksum(f[f""{c}_{s}""] for c in centers) == demand[s], name=f""demand_{s}"")
                                ~^^^^^^^^^^^^
KeyError: 'c1_s1'"
p18__gpt-5-nano__s2,gpt-5-nano,18,18,2,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,356045ba36a1a33f53d5e30373881a1415e93e51876ff4c20883989a216cf058,41.155,4354,5118,False,,,none,,5,21,4,22,43,0,0,0,,
p18__gpt-5-nano__s3,gpt-5-nano,18,18,3,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,356045ba36a1a33f53d5e30373881a1415e93e51876ff4c20883989a216cf058,36.921,4354,4814,False,,,none,,5,21,4,22,43,0,0,0,,
p18__gpt-5-nano__s4,gpt-5-nano,18,18,4,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,356045ba36a1a33f53d5e30373881a1415e93e51876ff4c20883989a216cf058,42.015,4354,5716,False,,,none,,5,21,4,22,43,0,0,0,,
p18__gpt-5-nano__s5,gpt-5-nano,18,18,5,code_failure,code_failure,code_failure,recovered_prose_slice,False,False,False,False,,,,,,356045ba36a1a33f53d5e30373881a1415e93e51876ff4c20883989a216cf058,35.066,4354,4574,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p18__gpt-5-nano__s5\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p18__gpt-5-nano__s5\generated_model.py"", line 54, in solve
    model, variables = build_model(data)
                       ^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p18__gpt-5-nano__s5\generated_model.py"", line 31, in build_model
    obj_transport = gp.quicksum(transport_cost[c][s] * f[f""{c}_{s}""] for c in centers for s in stores)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""src/gurobipy/_helpers.pyx"", line 41, in gurobipy._helpers.quicksum
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p18__gpt-5-nano__s5\generated_model.py"", line 31, in <genexpr>
    obj_transport = gp.quicksum(transport_cost[c][s] * f[f""{c}_{s}""] for c in centers for s in stores)
                                                       ~^^^^^^^^^^^^
KeyError: 'c1_s1'"
p18__gpt-5-nano__s6,gpt-5-nano,18,18,6,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,356045ba36a1a33f53d5e30373881a1415e93e51876ff4c20883989a216cf058,55.568,4354,6819,False,,,none,,5,21,4,22,43,0,0,0,,
p18__gpt-5-nano__s7,gpt-5-nano,18,18,7,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,356045ba36a1a33f53d5e30373881a1415e93e51876ff4c20883989a216cf058,68.927,4354,8299,False,,,none,,5,21,4,22,43,0,0,0,,
p18__gpt-5-nano__s8,gpt-5-nano,18,18,8,code_failure,code_failure,code_failure,recovered_prose_slice,False,False,False,False,,,,,,356045ba36a1a33f53d5e30373881a1415e93e51876ff4c20883989a216cf058,40.168,4354,5052,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p18__gpt-5-nano__s8\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p18__gpt-5-nano__s8\generated_model.py"", line 62, in solve
    GRB.UNFEASIBLE: ""UNFEASIBLE""  # alias, though GRB doesn't have UNFEASIBLE typically
    ^^^^^^^^^^^^^^
AttributeError: type object 'GRB' has no attribute 'UNFEASIBLE'. Did you mean: 'INFEASIBLE'?"
p18__gpt-5-nano__s9,gpt-5-nano,18,18,9,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,356045ba36a1a33f53d5e30373881a1415e93e51876ff4c20883989a216cf058,47.972,4354,6639,False,,,none,,5,21,4,22,43,0,0,0,,
p19__gpt-5-nano__s0,gpt-5-nano,19,19,0,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,329e9365bc725e92f6036bd3fb35046b989feafb758003473f3d477079e82602,50.616,4425,6717,False,,,none,,5,21,4,22,43,0,0,0,,
p19__gpt-5-nano__s1,gpt-5-nano,19,19,1,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,329e9365bc725e92f6036bd3fb35046b989feafb758003473f3d477079e82602,31.696,4425,4104,False,,,none,,5,21,4,22,43,0,0,0,,
p19__gpt-5-nano__s2,gpt-5-nano,19,19,2,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,329e9365bc725e92f6036bd3fb35046b989feafb758003473f3d477079e82602,30.938,4425,4210,False,,,none,,5,21,4,22,43,0,0,0,,
p19__gpt-5-nano__s3,gpt-5-nano,19,19,3,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,329e9365bc725e92f6036bd3fb35046b989feafb758003473f3d477079e82602,36.739,4425,4512,False,,,none,,5,21,4,22,43,0,0,0,,
p19__gpt-5-nano__s4,gpt-5-nano,19,19,4,code_failure,code_failure,code_failure,recovered_prose_slice,False,False,False,False,,,,,,329e9365bc725e92f6036bd3fb35046b989feafb758003473f3d477079e82602,57.674,4425,7779,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p19__gpt-5-nano__s4\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p19__gpt-5-nano__s4\generated_model.py"", line 61, in solve
    model, variables = build_model(data)
                       ^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p19__gpt-5-nano__s4\generated_model.py"", line 47, in build_model
    expr = gp.quicksum(f[f""{c}_{s}""] for s in stores)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""src/gurobipy/_helpers.pyx"", line 41, in gurobipy._helpers.quicksum
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p19__gpt-5-nano__s4\generated_model.py"", line 47, in <genexpr>
    expr = gp.quicksum(f[f""{c}_{s}""] for s in stores)
                       ~^^^^^^^^^^^^
KeyError: 'c1_s1'"
p19__gpt-5-nano__s5,gpt-5-nano,19,19,5,code_failure,code_failure,code_failure,recovered_prose_slice,False,False,False,False,,,,,,329e9365bc725e92f6036bd3fb35046b989feafb758003473f3d477079e82602,30.273,4425,4250,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p19__gpt-5-nano__s5\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p19__gpt-5-nano__s5\generated_model.py"", line 58, in solve
    model, variables = build_model(data)
                       ^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p19__gpt-5-nano__s5\generated_model.py"", line 28, in build_model
    quicksum(f_vars[f""{c}_{s}""] for c in centers) == demand,
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""src/gurobipy/_helpers.pyx"", line 41, in gurobipy._helpers.quicksum
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p19__gpt-5-nano__s5\generated_model.py"", line 28, in <genexpr>
    quicksum(f_vars[f""{c}_{s}""] for c in centers) == demand,
             ~~~~~~^^^^^^^^^^^^
KeyError: 'c1_s1'"
p19__gpt-5-nano__s6,gpt-5-nano,19,19,6,code_failure,code_failure,code_failure,recovered_prose_slice,False,False,False,False,,,,,,329e9365bc725e92f6036bd3fb35046b989feafb758003473f3d477079e82602,39.629,4425,5670,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p19__gpt-5-nano__s6\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p19__gpt-5-nano__s6\generated_model.py"", line 58, in solve
    model, variables = build_model(data)
                       ^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p19__gpt-5-nano__s6\generated_model.py"", line 52, in build_model
    model.addConstr(gp.quicksum(variables[f""{c}_{s}""] for s in stores) <= capacity[c] * variables[f""y_{c}""],
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""src/gurobipy/_helpers.pyx"", line 41, in gurobipy._helpers.quicksum
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p19__gpt-5-nano__s6\generated_model.py"", line 52, in <genexpr>
    model.addConstr(gp.quicksum(variables[f""{c}_{s}""] for s in stores) <= capacity[c] * variables[f""y_{c}""],
                                ~~~~~~~~~^^^^^^^^^^^^
KeyError: 'c1_s1'"
p19__gpt-5-nano__s7,gpt-5-nano,19,19,7,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,329e9365bc725e92f6036bd3fb35046b989feafb758003473f3d477079e82602,41.95,4425,5045,False,,,none,,5,21,4,22,43,0,0,0,,
p19__gpt-5-nano__s8,gpt-5-nano,19,19,8,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,329e9365bc725e92f6036bd3fb35046b989feafb758003473f3d477079e82602,34.203,4425,5060,False,,,none,,5,21,4,22,43,0,0,0,,
